Included,Name,Label,Last EVS,Last WVS,
0,C059,Fairness: One secretary is paid more,EVS 1999  ,#N/A,
0,C060,How business and industry should be managed,EVS 1990        ,#N/A,
0,C061,Following instructions at work,EVS 2008 ,#N/A,
0,C062,Work: until satisfied with results,#N/A,#N/A,
0,C063,Work: accomplish personal goals,#N/A,#N/A,
0,C064,Work: stay up late to finish,#N/A,#N/A,
9,,Family,#N/A,#N/A,
0,D001,How much do you trust your family,EVS 1990        ,#N/A,
0,D001_B,How much you trust: Your family (B),#N/A,WVS6 (2010-2012),
0,D002,Satisfaction with home life,EVS 1990        ,#N/A,
0,D003,Sharing with partner: attitudes towards religion,EVS 1990        ,#N/A,
0,D004,Sharing with partner: moral standards,EVS 1990        ,#N/A,
0,D005,Sharing with partner: social attitudes,EVS 1990        ,#N/A,
0,D006,Sharing with partner: political views,EVS 1990        ,#N/A,
0,D007,Sharing with partner: sexual attitudes,EVS 1990        ,#N/A,
0,D008,Sharing with partner: no sharing attitudes,EVS 1990        ,#N/A,
0,D009,Sharing with partner: don´t know or missing,EVS 1981             ,#N/A,
0,D010,Sharing with parents: attitudes towards religion,EVS 1990        ,#N/A,
0,D011,Sharing with parents: moral standards´,EVS 1990        ,#N/A,
0,D012,Sharing with parents: social attitudes,EVS 1990        ,#N/A,
0,D013,Sharing with parents: political views,EVS 1990        ,#N/A,
0,D014,Sharing with parents: sexual attitudes,EVS 1990        ,#N/A,
0,D015,Sharing with parents: no sharing attitudes,EVS 1990        ,#N/A,
0,D016,Sharing with parents: don´t know or missing,EVS 1981             ,#N/A,
0,D017,Ideal number of children,EVS 1999  ,#N/A,
0,D018,Child needs a home with father and mother,EVS 2008 ,#N/A,
0,D019,A woman has to have children to be fulfilled,EVS 2008 ,#N/A,
0,D020,A man has to have children to be fulfilled,EVS 2008 ,#N/A,
0,D021,Sex cannot entirely be left to individual choice,EVS 1981             ,#N/A,
0,D022,Marriage is an out-dated institution,EVS 2008 ,#N/A,
0,D023,Woman as a single parent,EVS 2008 ,#N/A,
0,D024,Enjoy sexual freedom,EVS 1990        ,#N/A,
0,D025,If only one child allowed: boy or girl,#N/A,#N/A,
0,D026,Long-term relationship is necessary to be happy,EVS 2008 ,#N/A,
0,d026_01,Homosexual couples - adopt children,EVS 2008 ,#N/A,
0,d026_02,It is alright to live together without getting married,EVS 2008 ,#N/A,
0,d026_03,Duty towards society to have children,EVS 2008 ,#N/A,
0,d026_04,People should decide themselves to have children,EVS 2008 ,#N/A,
0,d026_05,It is childs duty to take care of ill parent,EVS 2008 ,#N/A,
0,D027,Important for succesful marriage: Faithfulness,EVS 2008 ,#N/A,
0,D028,Important for succesful marriage: Adequate income,EVS 2008 ,#N/A,
0,D029,Important for succesful marriage: Same social background,EVS 2008 ,#N/A,
0,D030,Important for succesful marriage: Respect and appreciation,EVS 1999  ,#N/A,
0,D031,Important for succesful marriage: Religious beliefs,EVS 2008 ,#N/A,
0,D032,Important for succesful marriage: Good housing,EVS 2008 ,#N/A,
0,D033,Important for succesful marriage: Agreement on politics,EVS 2008 ,#N/A,
0,D034,Important in succesful marriage: Understanding and tolerance,EVS 1999  ,#N/A,
0,D035,Important for succesful marriage: Apart from in-laws,EVS 2008 ,#N/A,
0,D036,Important for succesful marriage: Happy sexual relationship,EVS 2008 ,#N/A,
0,D037,Important for succesful marriage: Sharing household chores,EVS 2008 ,#N/A,
0,D038,Important for succesful marriage: Children,EVS 2008 ,#N/A,
0,D039,Important in succesful marriage: Discussing problems,EVS 2008 ,#N/A,
0,D040,Important for succesful marriage: Spending time together,EVS 1999  ,#N/A,
0,D041,Important in succesful marriage: Talking,EVS 1999  ,#N/A,
0,D042,Important for succesful marriage: Same ethnic background,EVS 1999  ,#N/A,
0,D043,Important for succesful marriage: Tastes and interests in common,EVS 1990        ,#N/A,
0,d043_01,Important in marriage: time for friends and personal hobbies,EVS 2008 ,#N/A,
0,D044,Divorce: when financially broke,EVS 1981             ,#N/A,
0,d044a,Divorce: when partner ill for a long time,EVS 1981             ,#N/A,
0,D045,Divorce: when partner is a heavy drinker,EVS 1981             ,#N/A,
0,D046,Divorce: when partner is violent,EVS 1981             ,#N/A,
0,D047,Divorce: when partner is unfaithful,EVS 1981             ,#N/A,
0,D048,Divorce: when sexual relationship is not satisfactory,EVS 1981             ,#N/A,
0,D049,Divorce: when partner has ceased to love,EVS 1981             ,#N/A,
0,D050,Divorce: when can not stand relatives,EVS 1981             ,#N/A,
0,D051,Divorce: when can not have children,EVS 1981             ,#N/A,
0,D052,Divorce: when personalities do not watch,EVS 1981             ,#N/A,
0,D053,Divorce: none of these,EVS 1981             ,#N/A,
0,D054,One of main goals in life has been to make my parents proud,EVS 1999  ,WVS6 (2010-2012),
0,D055,Make effort to live up to what my friends expect,#N/A,#N/A,
0,D056,Relationship working mother,EVS 2008 ,#N/A,
0,D057,Being a housewife just as fulfilling,EVS 2008 ,WVS6 (2010-2012),
0,D058,Husband and wife should both contribute to income,EVS 2008 ,#N/A,
0,D059,Men make better political leaders than women do,EVS 1999  ,WVS6 (2010-2012),
0,D060,University is more important for a boy than for a girl,EVS 1999  ,WVS6 (2010-2012),
0,D061,Pre-school child suffers with working mother,EVS 2008 ,WVS6 (2010-2012),
0,D062,Women want a home and children,EVS 2008 ,#N/A,
0,D063,Job best way for women to be independent,EVS 2008 ,#N/A,
0,D063_B,Job best way for women to be independent (b),#N/A,WVS6 (2010-2012),
0,D064,Fathers are well suited for looking after children,EVS 2008 ,#N/A,
0,d064_01,Men should take as much responsibility as women for home and children,EVS 2008 ,#N/A,
0,D065,Men are less able to handle emotions,EVS 1999  ,#N/A,
0,D066,Problem if women have more income than husband,#N/A,#N/A,
0,D066_B,Problem if women have more income than husband (B),#N/A,WVS6 (2010-2012),
0,D067,Traits in a woman: Woman wearing weil,#N/A,#N/A,
0,D068,Traits in a woman: Woman good mother,#N/A,#N/A,
0,D069,Traits in a woman: Woman good wife,#N/A,#N/A,
0,D070,Traits in a woman: Woman religious,#N/A,#N/A,
0,D071,Traits in a woman: Woman educated,#N/A,#N/A,
0,D072,Traits in a woman: Woman being independent,#N/A,#N/A,
0,D073,Traits in a woman: Woman having work outside home,#N/A,#N/A,
0,D074,Traits in a woman: Woman maintaining her family,#N/A,#N/A,
0,D075,Traits in a woman: Woman being sociable,#N/A,#N/A,
0,D076,More than one wife,#N/A,#N/A,
0,D077,Wife must obey,#N/A,#N/A,
0,D078,Men make better business executives than women do,#N/A,WVS6 (2010-2012),
0,D079,I seek to be myself rather than to follow others,#N/A,#N/A,
0,D080,I decide my goals in life by myself,#N/A,#N/A,
9,,Politics and Society,#N/A,#N/A,
0,E001,Aims of country: first choice,EVS 1999  ,WVS6 (2010-2012),
0,E001_HK,Aims of country: first choice (HK),#N/A,#N/A,
0,E002,Aims of country: second choice,EVS 1999  ,WVS6 (2010-2012),
0,E002_HK,Aims of country: second choice (HK),#N/A,#N/A,
0,E003,Aims of respondent: first choice,EVS 2008 ,WVS6 (2010-2012),
0,e003_f,Flag variable: aims of this country - most/second important,EVS 2008 ,#N/A,
0,E004,Aims of respondent: second choice,EVS 2008 ,WVS6 (2010-2012),
1,E005,Most important: first choice,EVS 1999  ,WVS6 (2010-2012),
0,E005_HK,Most important: second choice (HK),#N/A,#N/A,
1,E006,Most important: second choice,EVS 1999  ,WVS6 (2010-2012),
0,E006_HK,Most important: first choice (HK),#N/A,#N/A,
0,E007,National goals: Maintaining order in the nation,#N/A,#N/A,
0,E008,National goals: Giving people more say,#N/A,#N/A,
0,E009,National goals: Fighting rising prices,#N/A,#N/A,
0,E010,National goals: free speech,#N/A,#N/A,
0,E011,The main aim of imprisonment,EVS 1981             ,#N/A,
0,E012,Willingness to fight for country,EVS 1999  ,WVS6 (2010-2012),
0,E013,Will there be war in your country in the next 5 years,EVS 1981             ,#N/A,
0,E014,Future changes: Less emphasis on money and material possessions,EVS 2008 ,#N/A,
0,E015,Future changes: Less importance placed on work,EVS 1999  ,WVS6 (2010-2012),
0,E016,Future changes: More emphasis on technology,EVS 1999  ,WVS6 (2010-2012),
0,E017,Future changes: More emphasis on individual,EVS 1999  ,#N/A,
1,E018,Future changes: Greater respect for authority,EVS 2008 ,WVS6 (2010-2012),
0,E019,Future changes: More emphasis on family life,EVS 1999  ,#N/A,
0,E020,Future changes: A simple and more natural lifestyle,EVS 1999  ,#N/A,
0,E021,Future changes: More power to local authorities,EVS 1999  ,#N/A,
0,E022,Opinion about scientific advances,EVS 1999  ,#N/A,
0,E023,Interest in politics,EVS 2008 ,WVS6 (2010-2012),
0,E024,Interest in politics (ii),EVS 1981             ,#N/A,
0,E025,Political action: signing a petition,EVS 2008 ,WVS6 (2010-2012),
0,E025B,Political action recently done: signing a petition,#N/A,WVS6 (2010-2012),
0,E026,Political action: joining in boycotts,EVS 2008 ,WVS6 (2010-2012),
0,E026B,Political action recently done: joining in boycotts,#N/A,WVS6 (2010-2012),
1,E027,Political action: attending lawful/peaceful demonstrations,EVS 2008 ,WVS6 (2010-2012),
0,E028,Political action: joining unofficial strikes,EVS 2008 ,WVS6 (2010-2012),
0,E028B,Political acition recently done: Joining strikes,#N/A,WVS6 (2010-2012),
0,E029,Political action: occupying buildings or factories,EVS 2008 ,#N/A,
0,E030,"Political action: damaging things, breaking windows, street violence",EVS 1981             ,#N/A,
0,E031,Political action: personal violence,EVS 1981             ,#N/A,
0,E032,Freedom or equality,EVS 2008 ,#N/A,
0,E033,Self positioning in political scale,EVS 2008 ,WVS6 (2010-2012),
0,E034,Basic kinds of attitudes concerning society,EVS 2008 ,#N/A,
0,E035,Income equality,EVS 2008 ,WVS6 (2010-2012),
0,E036,Private vs state ownership of business,EVS 2008 ,WVS6 (2010-2012),
1,E037,Government responsibility,EVS 2008 ,WVS6 (2010-2012),
0,E038,Job taking of the unemployed,EVS 2008 ,#N/A,
0,E039,Competition good or harmful,EVS 2008 ,WVS6 (2010-2012),
0,E040,Hard work brings success,EVS 1990        ,WVS6 (2010-2012),
0,E041,Wealth accumulation,EVS 1990        ,WVS6 (2010-2012),
0,E042,Firms and freedom,EVS 2008 ,#N/A,
0,E043,Responsibility pension,EVS 1999  ,#N/A,
0,E044,Responsibility housing,EVS 1999  ,#N/A,
0,E045,Major changes in life,EVS 1999  ,#N/A,
0,E046,New and old ideas,EVS 1990        ,#N/A,
0,E047,"Personal characteristics: Changes, worry or welcome possibility",EVS 1990        ,#N/A,
0,E048,Personal characteristics: I usually count on being successful in everything I do,EVS 1990        ,#N/A,
0,E049,Personal characteristics: I enjoy convincing others of my opinion,EVS 1990        ,#N/A,
0,E050,Personal characteristics: I serve as a model for others,EVS 1990        ,#N/A,
0,E051,Personal characteristics: I am good at getting what I want,EVS 1990        ,#N/A,
0,E052,Personal characteristics: I own many things others envy me for,EVS 1990        ,#N/A,
0,E053,Personal characteristics: I like to assume responsibility,EVS 1990        ,#N/A,
0,E054,Personal characteristics: I am rarely unsure about how I should behave,EVS 1990        ,#N/A,
0,E055,Personal characteristics: I often give others advice,EVS 1990        ,#N/A,
0,E056,Personal characteristics: None of the above,EVS 1990        ,#N/A,
0,E057,The economic system needs fundamental changes,EVS 1990        ,#N/A,
0,E058,Our government should be made much more open to the public,EVS 1990        ,#N/A,
0,E059,Allow more freedom for individuals,EVS 1990        ,#N/A,
0,E060,I could do nothing about an unjust law,EVS 1990        ,#N/A,
0,E061,Political reform is moving too rapidly,EVS 1990        ,#N/A,
0,E062,Importation of goods,#N/A,#N/A,
0,E063,Current society: Egalitarian vs. competitive society,#N/A,#N/A,
0,E064,Current society: Extensive welfare vs. low taxes,#N/A,#N/A,
0,E065,Current society: Regulated vs. responsible society,#N/A,#N/A,
0,E066,Society aimed:  egalitarian vs. competitive,#N/A,#N/A,
0,E067,Society aimed: extensive welfare vs. low taxes,#N/A,#N/A,
0,E068,Society aimed: regulated vs. responsible society,#N/A,#N/A,
0,E069_01,Confidence: Churches,EVS 2008 ,WVS6 (2010-2012),
0,E069_02,Confidence: Armed Forces,EVS 2008 ,WVS6 (2010-2012),
0,E069_03,Confidence: Education System,EVS 2008 ,#N/A,
1,E069_04,Confidence: The Press,EVS 2008 ,WVS6 (2010-2012),
0,E069_05,Confidence: Labour Unions,EVS 2008 ,WVS6 (2010-2012),
1,E069_06,Confidence: The Police,EVS 2008 ,WVS6 (2010-2012),
0,E069_07,Confidence: Parliament,EVS 2008 ,WVS6 (2010-2012),
1,E069_08,Confidence: The Civil Services,EVS 2008 ,WVS6 (2010-2012),
0,E069_09,Confidence: Social Security System,EVS 2008 ,#N/A,
1,E069_10,Confidence: Television,#N/A,WVS6 (2010-2012),
1,E069_11,Confidence: The Government,EVS 2008 ,WVS6 (2010-2012),
0,E069_12,Confidence: The Political Parties,EVS 2008 ,WVS6 (2010-2012),
0,E069_13,Confidence: Major Companies,EVS 2008 ,WVS6 (2010-2012),
0,E069_14,Confidence: The Environmental Protection Movement,EVS 2008 ,WVS6 (2010-2012),
0,E069_15,Confidence: The Women´s Movement,#N/A,WVS6 (2010-2012),
0,E069_16,Confidence: Health Care System,EVS 2008 ,#N/A,
0,E069_17,Confidence: Justice System/Courts,EVS 2008 ,WVS6 (2010-2012),
0,E069_18,Confidence: The European Union,EVS 2008 ,WVS6 (2010-2012),
0,E069_19,Confidence: NATO,EVS 2008 ,#N/A,
1,E069_20,Confidence: The United Nations,EVS 2008 ,WVS6 (2010-2012),
0,E069_21,Confidence: The Arab League,#N/A,WVS6 (2010-2012),
0,E069_22,Confidence: The Association of South East Asian Nations -ASEAN,#N/A,WVS6 (2010-2012),
0,E069_23,Confidence: The Organization for African Unity-OAU,#N/A,WVS6 (2010-2012),
0,E069_24,Confidence: The NAFTA,#N/A,WVS6 (2010-2012),
0,E069_25,Confidence: The Andean pact,#N/A,#N/A,
0,E069_26,Confidence: The Mercosur,#N/A,WVS6 (2010-2012),
0,E069_27,Confidence: The SAARC,#N/A,WVS6 (2010-2012),
0,E069_28,Confidence: The ECO,#N/A,#N/A,
0,E069_29,Confidence: The APEC,#N/A,WVS6 (2010-2012),
0,E069_30,Confidence: The Free Commerce Treaty (Tratado de libre comercio),#N/A,WVS6 (2010-2012),
0,E069_31,Confidence: The United American States Organization (Organización de Estados Unidos Americanos - OEA),#N/A,#N/A,
0,E069_32,Confidence: The “Movimiento en pro de Vieques”(Puerto Rico),#N/A,#N/A,
0,E069_33,Confidence: Local/Regional Government,#N/A,#N/A,
0,E069_34,Confidence: SADC/SADEC,#N/A,#N/A,
0,E069_35,Confidence: East African Cooperation (EAC),#N/A,#N/A,
0,E069_36,Confidence: Other television,#N/A,#N/A,
0,E069_37,Confidence: The Americans,#N/A,#N/A,
0,E069_38,Confidence: The Presidency,#N/A,#N/A,
0,E069_39,Confidence: The Civil Society Groups,#N/A,#N/A,
0,E069_40,Confidence: Charitable or humanitarian organizations,#N/A,WVS6 (2010-2012),
0,E069_41,Confidence: Banks,#N/A,WVS6 (2010-2012),
0,E069_42,Confidence: CARICOM,#N/A,WVS6 (2010-2012),
0,E069_43,Confidence: CIS,#N/A,WVS6 (2010-2012),
0,E069_44,Confidence: Confidence in CER with Australia,#N/A,WVS6 (2010-2012),
0,E069_45,Confidence: International Monetary Found (IMF),#N/A,#N/A,
0,E069_46,Confidence: Non governmental Organizations (NGOs),#N/A,#N/A,
0,E069_47,Confidence: The American Forces,#N/A,#N/A,
0,E069_48,Confidence: The non-Iraqi television,#N/A,#N/A,
0,E069_49,Confidence: TV News,#N/A,#N/A,
0,E069_50,Confidence: Community Organisations,#N/A,#N/A,
0,E069_51,Confidence: Religious leaders,#N/A,#N/A,
0,E069_52,Confidence: Evangelic Church,#N/A,#N/A,
1,E069_54,Confidence: Universities,#N/A,WVS6 (2010-2012),
0,E069_55,Confidence: The Organization of the Islamic World,#N/A,WVS6 (2010-2012),
0,E069_56,Confidence: The Organization of American States (OAE),#N/A,WVS6 (2010-2012),
0,E069_57,Confidence: UNASUR,#N/A,WVS6 (2010-2012),
0,E069_58,Confidence: The Arab Maghreb Union,#N/A,WVS6 (2010-2012),
0,E069_59,Confidence: Cooperation Council for the Arab states of Gulf (GCC),#N/A,WVS6 (2010-2012),
0,E069_60,Confidence: Mainland government,#N/A,WVS6 (2010-2012),
0,E104,Approval: Ecology movement or nature protection,EVS 1990        ,#N/A,
0,E105,Approval: Anti-nuclear energy movement,EVS 1990        ,#N/A,
0,E106,Approval: Disarmament movement,EVS 1990        ,#N/A,
0,E107,Approval: Human rights movement,EVS 1990        ,#N/A,
0,E108,Approval: Women’s movement,EVS 1990        ,#N/A,
0,E109,Approval: Anti-apartheid movement,EVS 1990        ,#N/A,
0,E110,Satisfaction with the way democracy develops,EVS 2008 ,#N/A,
0,E111,Rate political system for governing country,EVS 2008 ,#N/A,
0,E112,Rate political system as it was before,EVS 1999  ,#N/A,
0,E113,Rate political system in ten years,#N/A,#N/A,
0,E114,Political system: Having a strong leader,EVS 2008 ,WVS6 (2010-2012),
0,E114_MX,"Political system: Having a strong leader (MX, 5 cats)",#N/A,#N/A,
1,E115,Political system: Having experts make decisions,EVS 2008 ,WVS6 (2010-2012),
0,E115_MX,"Having experts make decisions (MX, 5 cats)",#N/A,#N/A,
0,E116,Political system: Having the army rule,EVS 2008 ,WVS6 (2010-2012),
0,E116_MX,"Having the army rule (MX, 5 cats)",#N/A,#N/A,
1,E117,Political system: Having a democratic political system,EVS 2008 ,WVS6 (2010-2012),
0,E117_IQA,"Political system: Having an Islamic government, where religious authorities have absolute power",#N/A,#N/A,
0,E117_IQB,Political system: Having an Arab socialist state,#N/A,#N/A,
0,E117_MX,"Having a democratic political system (MX, 5 cats)",#N/A,#N/A,
0,E118,Firm party leader vs. Cooperating party leader,EVS 1999  ,#N/A,
0,E119,Government order vs. freedom,EVS 1999  ,#N/A,
0,E120,"In democracy, the economic system runs badly",EVS 2008 ,#N/A,
0,E121,Democracies are indecisive and have too much squabbling,EVS 2008 ,#N/A,
0,E122,Democracies aren´t good at maintaining order,EVS 2008 ,#N/A,
0,E123,Democracy may have problems but is better,EVS 2008 ,#N/A,
0,E124,Respect for individual human rights nowadays,EVS 1999  ,WVS6 (2010-2012),
0,E125,Satisfaction with the people in national office,EVS 1999  ,#N/A,
0,E127,Free market economy right for country future,#N/A,#N/A,
0,E128,Country is run by big interest vs. for all people’s benefit,#N/A,#N/A,
0,E129,Economic aid to poorer countries,EVS 1999  ,#N/A,
0,E129A,Amount of foreign aid of this country,#N/A,#N/A,
0,E129B,How much more foreign aid this country should contribute,#N/A,#N/A,
0,E129C,Be willing to pay higher taxes in order to increase country´s foreign aid,#N/A,#N/A,
0,E129D,Economic aid to poorer countries (favor/against),#N/A,#N/A,
0,E130,Poverty compared to 10 years ago,#N/A,#N/A,
0,E131,Why are people in need,#N/A,#N/A,
0,E132,Chance to escape from poverty,#N/A,#N/A,
0,E133,How much is the government doing against poverty,#N/A,#N/A,
0,E134,Amount of help for less developed countries,#N/A,#N/A,
0,E135,Who should decide: international peacekeeping,EVS 1999  ,#N/A,
0,E136,Who should decide: protection of the environment,EVS 1999  ,#N/A,
0,E137,Who should decide: aid to developing countries,EVS 1999  ,#N/A,
0,E138,Who should decide: refugees,EVS 1999  ,#N/A,
0,E139,Who should decide: human rights,EVS 1999  ,#N/A,
0,E140,Country cannot solve environmental problems by itself,EVS 1999  ,#N/A,
0,E141,Country cannot solve crime problems by itself,EVS 1999  ,#N/A,
0,E142,Country cannot solve employment problems by itself,EVS 1999  ,#N/A,
0,E143,Immigrant policy,EVS 2008 ,#N/A,
0,E144,Living day to day because of uncertain future,EVS 1999  ,#N/A,
0,E145,Immigrants and their customs and traditions,EVS 1999  ,#N/A,
0,E146,Importance of eliminating big income inequalities,EVS 1999  ,#N/A,
0,E147,Importance of guaranteeing basic needs for all,EVS 1999  ,#N/A,
0,E148,Importance of recognizing people on their merits,EVS 1999  ,#N/A,
0,E149,Importance of equalizing chances for education,EVS 1999  ,#N/A,
0,E150,How often follows politics in the news,EVS 2008 ,#N/A,
0,E151,Give authorities information to help justice,EVS 2008 ,#N/A,
0,E152,Stick to own affairs,EVS 2008 ,#N/A,
0,E153,Concerned with immediate family,EVS 2008 ,#N/A,
1,E154,Concerned with people in the neighbourhood,EVS 2008 ,#N/A,
1,E155,Concerned with people in the region,EVS 2008 ,#N/A,
1,E156,Concerned with fellow countrymen,EVS 2008 ,#N/A,
0,E157,Concerned with Europeans,EVS 2008 ,#N/A,
1,E158,Concerned with human kind,EVS 2008 ,#N/A,
1,E159,Concerned with elderly people,EVS 2008 ,#N/A,
0,E160,Concerned with unemployed people,EVS 2008 ,#N/A,
0,E161,Concerned with immigrants,EVS 2008 ,#N/A,
1,E162,Concerned with sick and disabled people,EVS 2008 ,#N/A,
0,e162_01,Concerned with poor children,EVS 2008 ,#N/A,
0,E163,Prepared to help immediate family,EVS 1999  ,#N/A,
0,E164,Prepared to help people in the neighbourhood,EVS 1999  ,#N/A,
0,E165,Prepared to help elderly people,EVS 1999  ,#N/A,
0,E166,Prepared to help immigrants,EVS 1999  ,#N/A,
0,E167,Prepared to help sick and disabled people,EVS 1999  ,#N/A,
0,E168,Reason to help: Moral duty to help elderly people,EVS 1999  ,#N/A,
0,E169,Reason to help: Sympathise with old people,EVS 1999  ,#N/A,
0,E170,Reason to help: In the interest of society,EVS 1999  ,#N/A,
0,E171,Reason to help: Own interest,EVS 1999  ,#N/A,
0,E172,Reason to help: Do something in return for old people,EVS 1999  ,#N/A,
0,E173,Reason to help: Moral duty to help immigrants,EVS 1999  ,#N/A,
0,E174,Reason to help: Sympathise with immigrants,EVS 1999  ,#N/A,
0,E175,Reason to help: In the interest of society,EVS 1999  ,#N/A,
0,E176,Reason to help: Own interest,EVS 1999  ,#N/A,
0,E177,Reason to help: Do something in return for immigrants,EVS 1999  ,#N/A,
0,E178,Close to any particular party,EVS 1981             ,#N/A,
0,e178_01,Would you vote at a general election tomorrow,EVS 2008 ,#N/A,
0,E179,Which party would you vote for: first choice,EVS 2008 ,WVS6 (2010-2012),
0,e179_01,Which political party would you vote for - left/right scale,EVS 2008 ,#N/A,
0,E180,Which party would you vote for: second choice,EVS 1990        ,WVS6 (2010-2012),
0,E181,"If don´t know, which party appeals to you most",EVS 2008 ,#N/A,
0,e181_01,Which political party appeals to you most - left/right scale,EVS 2008 ,#N/A,
0,E182,Party that would never vote,#N/A,#N/A,
0,E183,Are you close to this party,EVS 1981             ,#N/A,
0,E184,Aggression from neighbouring country,#N/A,#N/A,
0,E185,Exploitation of local resources,#N/A,#N/A,
0,E186,Cultural invasion by the west,#N/A,#N/A,
0,E187,Regularly read a daily newspaper,EVS 1981             ,#N/A,
0,E188,Frequency watches TV,EVS 1981             ,#N/A,
0,E189,TV most important entertainment,EVS 1999  ,#N/A,
0,E190,Why are there people living in need: first,EVS 2008 ,#N/A,
0,E191,Why are there people living in need: second,EVS 2008 ,#N/A,
0,e191_f,Flag variable: why do people live in need - most/second important,EVS 2008 ,#N/A,
0,E192,Least liked group in society,#N/A,#N/A,
0,E193,Least liked allow: hold office,#N/A,#N/A,
0,E194,Least liked allow: teach,#N/A,#N/A,
0,E195,Least liked allow: demonstrate,#N/A,#N/A,
0,E196,Extent of political corruption,#N/A,#N/A,
0,E197,Opinion on terrorism,EVS 2008 ,#N/A,
0,E198,Using violence for political goals not justified,#N/A,#N/A,
0,E203,Rapid implementation of market reforms have negative impact on national stability,#N/A,#N/A,
0,E204,Effect of market economic reforms,#N/A,#N/A,
0,E205,Political parties serve the social and political needs of people,#N/A,#N/A,
0,E206,Free and fair elections will reduce terrorism,#N/A,#N/A,
0,E207,[Country] should have close relations with France,#N/A,#N/A,
0,E208,[Country] should have close relations with United States,#N/A,#N/A,
0,E209,Would persist to immigrate abroad if R´s economic situation was better,#N/A,#N/A,
0,E211,Opinion about the problem of Palestine and Israel,#N/A,#N/A,
0,E212,Opinion about 11th september airliners crash action by religious fundamentalists,#N/A,#N/A,
0,E213,Woman should not work outside unless forced to do so,#N/A,#N/A,
0,E214,Western democracy is the best political system for country,#N/A,#N/A,
0,E215,It is necessary to fight terrorism by military means,#N/A,#N/A,
0,E216,[Country] needs foreign military cooperation to combat terrorism,#N/A,#N/A,
1,E217,"Science and technology are making our lives healthier, easier, and more comfortable",#N/A,WVS6 (2010-2012),
0,E218,"Because of science and technology, there will be more opportunities for the next generation",#N/A,WVS6 (2010-2012),
0,E219,Science and technology make our way of life change too fast,#N/A,#N/A,
