"countrycode","country","SH.MED.BEDS.ZS","SH.MED.PHYS.ZS","SH.MED.NUMW.P3","SH.UHC.SRVS.CV.XD","SH.XPD.CHEX.GD.ZS","SH.XPD.CHEX.PC.CD","SH.XPD.CHEX.PP.CD","SH.XPD.OOPC.CH.ZS","SH.XPD.OOPC.PC.CD","SH.XPD.OOPC.PP.CD","SH.STA.DIAB.ZS","SP.DYN.LE00.FE.IN","SP.DYN.LE00.IN","SP.DYN.LE00.MA.IN","SP.DYN.AMRT.FE","SP.DYN.AMRT.MA","SH.DYN.NCOM.ZS","SH.DYN.NCOM.FE.ZS","SH.DYN.NCOM.MA.ZS","SH.DTH.COMM.ZS","SH.DTH.INJR.ZS","SH.DTH.NCOM.ZS","SH.H2O.BASW.ZS","SH.H2O.BASW.UR.ZS","SH.H2O.BASW.RU.ZS","SH.STA.BASS.ZS","SH.STA.BASS.UR.ZS","SH.STA.BASS.RU.ZS","SP.POP.80UP.FE.5Y","SP.POP.80UP.MA.5Y","SP.POP.65UP.FE.ZS","SP.POP.65UP.MA.ZS","SP.POP.65UP.TO.ZS","SP.POP.0014.FE.ZS","SP.POP.0014.MA.ZS","SP.POP.0014.TO.ZS","SP.POP.1564.FE.ZS","SP.POP.1564.MA.ZS","SP.POP.1564.TO.ZS","EN.POP.DNST","SP.RUR.TOTL.ZS","SP.URB.TOTL.IN.ZS","NY.GDP.FCST.CD","NY.GDP.PCAP.CD","covid19_deaths_per_100k","in_high","in_medium","in_low"
"AFG","Afghanistan",0.5,0.2782,0.1755,37,11.7771938443184,67.1226501464844,174.73063659668,75.482577085495,50.6659126281738,132.750457763672,9.2,66.026,64.486,63.047,192.532,237.554,29.8,27.7,31.8,36.4,19.5,44.1,67.0646234205214,95.9087428631025,57.3212921179853,43.4176100145511,62.2614377318993,37.0523036711377,0.322093255034699,0.23277847150654,2.88223387710586,2.36315643326709,2.61579421390507,42.5967924641436,42.3542018790124,42.4722713889586,54.5209736587505,55.2826416877205,54.9119343971364,56.937760009803,74.246,25.754,18204988943.6931,502.115486913067,3.69593894119603,FALSE,FALSE,TRUE
"AGO","Angola",0.8,0.2146,0.4075,40,2.79150027781725,114.45964050293,185.854034423828,34.1210126876831,39.0547943115234,63.415283203125,4.5,63.666,60.782,58.064,220.291,327.044,16.5,16,17.2,63.4,9.2,27.4,55.8429048722414,71.2429565218332,27.4442923016968,49.8769787577501,64.3256498006045,23.2327684619097,0.334603607346031,0.201463608984286,2.41000291035365,1.9842196578307,2.19934175001363,45.9657150390659,47.2923627572035,46.6220250275763,51.6242820505804,50.7234175849658,51.17863322241,24.7130520574316,33.823,66.177,99286446046.5,2973.59115979868,0.336210552015307,FALSE,FALSE,TRUE
"ARG","Argentina",5,3.9901,2.5996,76,9.12431478500366,1324.603515625,1916.50415039063,15.0185272097588,198.935943603516,287.830688476563,5.9,79.863,76.52,73.082,79.483,147.086,15.8,12.2,19.7,15.9,6.5,77.6,99.078374648261,99.6353228779752,92.9836600501062,94.2585054176821,95.8562321549307,76.774394263034,3.46012469451935,1.77314977074516,12.9789147513913,9.42020926757722,11.2431082719004,23.5659563560464,25.6767613270477,24.5955258782711,63.4551288925624,64.9030294053751,64.1613658498285,16.2585100979651,8.009,91.991,377532742734.366,10006.1489736082,18.9101992954315,FALSE,TRUE,FALSE
"ARM","Armenia",4.2,4.4023,6.107,69,10.3627048432827,407.635864257813,1001.06903076172,84.348076581955,343.832977294922,844.382507324219,6.1,78.354,74.945,71.215,65.595,173.428,22.3,15,30.9,2.8,3.9,93.3,99.9133765368804,99.8627268754811,100,93.6423072695355,99.7389232843522,83.2155842091337,3.86789568064022,2.44726217575465,13.1788958408742,9.57478388435306,11.4836677169087,18.3856072836889,23.446148803718,20.7659520084822,68.4354968754369,66.9790673119289,67.7503802746092,103.680224798033,36.781,63.219,12121772498.044,4622.73349328671,29.7187269565758,FALSE,TRUE,FALSE
"AUT","Austria",7.6,5.1697,7.0899,79,10.3966169059277,4939.87548828125,5617.396484375,19.2032665014267,948.617431640625,1078.72351074219,6.6,84.1,81.6926829268293,79.4,41.779,79.032,11.4,8.5,14.4,2.6,5.2,92.2,100,100,100,99.9729096123263,99.9533680135601,100,6.60266078392724,4.01664179544516,21.2693324369606,16.8133841946033,19.0756062856682,13.7110931406367,15.0329751575051,14.361857631549,65.0195744224028,68.1536406478916,66.5625360827828,107.127966860564,41.485,58.515,398978420371.372,50277.2750874213,8.25723180865933,TRUE,FALSE,FALSE
"AZE","Azerbaijan",4.7,3.446,6.4338,65,6.65182918310165,275.809356689453,1163.86193847656,83.8561415672302,231.283081054688,975.969787597656,6.1,75.336,72.864,70.345,89.073,149.499,22.2,16.1,28.7,8.8,4.6,86.6,91.3857399436573,99.3052806509215,81.571128383976,92.5114453471259,96.4432786282146,87.6387617158749,1.7471583710677,0.976328163970339,7.49353373536955,5.39587235143747,6.4463891203953,21.8357931471009,25.0532413951498,23.4419198468747,70.6706731175295,69.5508862534127,70.11169103273,120.23431716463,43.969,56.031,43860470588.2353,4793.58701966989,5.3275771555886,FALSE,TRUE,FALSE
"BDI","Burundi",0.8,0.1001,0.8526,42,7.51757025718689,23.5004329681396,59.188663482666,25.4629760980606,5.98391008377075,15.0711965560913,5.1,63.031,61.247,59.435,253.135,310.651,22.9,22.7,23.1,55.8,12.1,32.1,60.8305489209566,89.76972567577,56.6183336001938,45.8212048667364,41.7032468245098,46.4205911725319,0.348785848414263,0.221035609796698,2.56370503832945,2.05636032109177,2.31209531524,44.71651384845,46.0958652125166,45.4006476690678,52.7197811132205,51.8477744663916,52.2872570156922,435.178271028037,86.634,13.366,2644778436.36267,261.247472515742,0.00867259062423573,FALSE,FALSE,TRUE
"BEL","Belgium",6.2,3.0709,19.4614,84,10.338669270277,4507.3564453125,5119.07470703125,17.6382228732109,795.017578125,902.913818359375,4.6,83.9,81.5951219512195,79.4,49.245,80.262,11.4,8.6,14.1,7.9,6.4,85.7,100.000003337637,100,100,99.486060200783,99.486125385406,99.4827656473256,7.10662102145097,4.28242842178007,21.1183992990894,16.850749166722,19.0065660669321,16.3925202566231,17.7377348319061,17.0582030426729,62.4890804442876,65.411516001372,63.935230890395,377.379590488771,1.959,98.041,472389920432.156,46116.69923368,86.162945057299,TRUE,FALSE,FALSE
"BEN","Benin",0.5,0.0791,0.3888,40,3.71858216822147,30.7664470672607,84.6509857177734,44.979926943779,13.8387269973755,38.0759544372559,1,63.003,61.47,59.914,211.008,258.647,19.6,19.3,19.9,54.1,10.2,35.7,66.4147253381272,75.7461755777649,58.216399404835,16.4529205701784,26.5050695879069,7.6214107982782,0.537285349401301,0.331576152861122,3.73625927364192,2.79198527444742,3.26488492520772,41.5281151357173,42.8850825698289,42.2055187667711,54.7356255906408,54.3229321557237,54.5295963080211,101.853919829727,52.139,47.861,13126511803.5573,1219.43267185875,0.338949988861256,FALSE,FALSE,TRUE
"BFA","Burkina Faso",0.4,0.0847,0.8829,40,6.91505968570709,44.403491973877,129.064270019531,31.6775947809219,14.0659589767456,40.8844604492188,7.3,61.863,61.174,60.361,228.16,260.379,21.7,21.2,22.5,56.3,11,32.7,47.8881273382888,79.8640679936693,34.9899638562062,19.4020870942332,39.3788255520362,11.3440524223371,0.305899312623475,0.17330894440495,2.91736197056521,1.89592318472997,2.40728753729201,43.8268170125272,45.5310001976788,44.6778215532431,53.2558210169076,52.5730766175912,52.9148909094649,72.1912828947368,70.02,29.98,13638803270.2919,774.8396902346,0.270650937155935,FALSE,FALSE,TRUE
"BGD","Bangladesh",0.8,0.5809,0.4124,48,2.27424874901772,36.2823371887207,94.3020172119141,73.8847374916077,26.807107925415,69.6747970581055,9.2,74.291,72.32,70.637,114.505,151.411,21.6,20.4,22.6,25.6,7.5,66.9,97.0160055709065,97.4872737369218,96.752547385615,48.2332427177019,50.6943955746015,46.8573575801886,1.10354687044005,0.940895271808228,5.19195274628967,5.16902636378143,5.18035134847486,26.9416907644607,27.4807532492353,27.2143653845367,67.8663564892496,67.3502203869833,67.6052832669884,1239.57931166936,62.595,37.405,287982102606.237,1855.73982408046,2.62563679742205,FALSE,TRUE,FALSE
"BGR","Bulgaria",6.8,4.0332,4.8156,66,8.09560343623161,663.715087890625,1689.68713378906,46.5525686740875,308.976409912109,786.5927734375,6,78.6,74.9634146341464,71.5,86.496,183.956,23.6,15.5,32,2.2,2.6,95.2,99.1083428248685,99.4687868785394,98.0458504576704,86.0036981124037,86.7803837953092,83.7142370950987,5.9813953255818,3.43232783949902,24.7055676525661,17.5980146197678,21.252967270985,13.8796737723757,15.5382826272759,14.6853789199869,61.4147585750583,66.8637027529563,64.0616538090281,64.7110998526161,24.653,75.347,58539557527.1895,9737.60135083347,9.01693736353639,FALSE,TRUE,FALSE
"BIH","Bosnia and Herzegovina",3.5,2.1616,5.7333,61,8.93166735768318,460.473327636719,1172.36730957031,29.1393101215363,134.178741455078,341.619750976563,9,79.72,77.262,74.752,59.775,115.278,17.8,12.9,23.1,1.8,3.7,94.5,96.1423560850213,94.845704401265,97.3333333333333,95.3602353087281,98.8671783667694,92.1391008702539,4.4482273175557,2.78111255635364,19.354423081833,14.9585075201061,17.2011511663132,14.0153271673953,15.400430109123,14.6937594668282,66.6302497507717,69.6410623707709,68.1050893668585,64.92048828125,51.374,48.626,16621625550.9129,6073.26520283208,18.448954862163,FALSE,TRUE,FALSE
"BLR","Belarus",11,5.1905,11.0027,76,5.92578575015068,342.499908447266,1129.11328125,27.5150001049042,94.2388458251953,310.675537109375,5,79.4,74.1756097560976,69.2,82.559,234.903,23.7,13.8,35.2,2.5,7,90.5,96.4839711880651,95.9757006506951,98.3001911497766,97.7909519750284,98.2191150223269,96.2610038795633,5.68307228743971,1.95935692364826,19.1458043707506,10.6704155286707,15.2008413514816,15.5612592271226,18.7303021673383,17.0363201515465,65.2929364021268,70.599282303991,67.7628384969718,46.7195037884204,20.956,79.044,54817860216.0818,6663.29529282582,7.19351810146896,FALSE,TRUE,FALSE
"BOL","Bolivia",1.1,1.5901,1.5589,68,6.44316077232361,220.274566650391,491.677062988281,25.0778466463089,55.2401237487793,123.302024841309,6.8,74.209,71.239,68.434,138.315,219.194,17.2,16.8,17.7,22.4,13.1,64.5,92.8487351793025,99.4414769188784,78.1195418513171,60.7169375713243,71.746197468182,36.0758841670595,1.94584765198027,1.41556239684643,7.91990429565513,6.76202948606749,7.33863164569056,30.0802774435331,31.1659037260466,30.6252616584586,61.9998182608118,62.0720667878859,62.0361066958508,10.4801458506416,30.227,69.773,34208221273.5166,3552.0687621416,43.6633052783351,FALSE,TRUE,FALSE
"BRA","Brazil",2.2,2.1643,10.119,79,9.46747660636902,928.79931640625,1472.23095703125,27.4554938077927,255.006439208984,404.208312988281,10.4,79.362,75.672,72.024,91.421,188.528,16.6,13.5,20,13.9,12.2,73.9,98.1933926745912,99.5345519236895,89.7386139292663,88.2938494055597,92.7588534653415,60.1461435999187,2.32660614212601,1.43739089795394,10.3586434571452,8.10637794124849,9.25160803606065,20.2100073111873,21.8359539032649,21.0091937329952,69.4313492316675,70.0576681554866,69.7391982309441,25.0617162430876,13.176,86.824,1575047973836.99,8717.18627810819,57.5130405291076,FALSE,TRUE,FALSE
"BWA","Botswana",1.8,0.5269,5.403,61,6.13456815481186,465.929321289063,1044.29724121094,2.99324225634336,13.9463930130005,31.2583484649658,5.8,72.049,69.275,66.204,161.962,249.384,20.3,17.9,23.4,46,8.3,45.7,90.3377133593968,97.0850555944388,75.5280534168967,77.2692247843667,89.4208567049734,50.5977547118997,0.672754493786499,0.338654143733687,5.04511229527559,3.64154181431736,4.36589534127101,32.3339108446881,35.2914777276334,33.7649873225515,62.6209768600363,61.0669804580492,61.8691173361775,3.97742487604327,29.828,70.172,16665523108.2476,7961.33814014048,0.260450918675503,FALSE,TRUE,TRUE
"CAF","Central African Republic",1,0.0721,0.2063,33,5.82177564501762,24.1500549316406,41.9893684387207,31.1890989542007,7.53218412399292,13.0961046218872,6,54.991,52.805,50.649,371.323,452.968,23.1,22.4,23.9,63.7,10.3,26,46.3337584314195,64.7363535146365,33.7461631055046,25.3196707449267,49.1001966669436,9.05350634853817,0.464147256859627,0.219857966056583,3.3681179137943,2.25176904666848,2.81479015043671,43.2915093811398,44.5596101655929,43.9200157633475,53.3403727050659,53.1886207877387,53.2651940862158,7.49041221227006,58.23,41.77,2156478208.46511,467.907440636335,1.30658762514001,FALSE,FALSE,TRUE
"CAN","Canada",2.7,2.6102,9.9438,89,10.5727694928646,4754.94775390625,4928.6279296875,14.2197504639626,676.141723632813,700.838562011719,7.6,84.1,81.9487804878049,79.9,51.763,82.625,9.8,8.1,11.5,5.6,6.1,88.3,99.4362440848302,99.5635973972603,98.8807449726027,99.2860128514909,99.4112568493151,98.7397144109589,5.20543838705399,3.48900624439156,18.9357739753283,16.3406620009612,17.6478968899213,15.3582066587081,16.3409259592649,15.8458997418597,65.7060193659637,67.3184120397739,66.506203368219,4.07518823864492,18.518,81.482,1622884211361.24,46194.7252255167,24.2782100909563,TRUE,FALSE,FALSE
"CHE","Switzerland",4.7,4.2957,17.5357,83,12.3463220894337,9956.259765625,8216.9580078125,28.9469867944717,2882.037109375,2378.5615234375,5.7,85.7,83.7536585365854,81.9,35.896,58.204,8.6,6.6,10.6,4.3,6.1,89.6,100.000002880374,100,100,99.8903735152104,99.8998998998999,99.8635827281161,6.35894889971598,4.06615311567853,20.5180455815457,17.1302527941087,18.8379960576695,14.4432770683723,15.4462887331332,14.9406758995806,65.038677350082,67.4234584727581,66.2213280427499,215.465350480429,26.151,73.849,683153587381.45,81993.7271494202,20.1170122050205,TRUE,FALSE,FALSE
"CHL","Chile",2.2,2.5912,13.3248,70,8.9835099875927,1381.98620605469,2228.55688476563,33.5341811180115,463.437713623047,747.328308105469,8.6,82.381,80.042,77.552,59.035,107.669,12.4,10.1,14.8,8.1,7.1,84.7,99.8327911983629,99.8088808367941,100,100.000001352226,100,100,3.47530623778064,2.02747358264073,13.3414586763044,10.3797201687816,11.8815401277688,18.8797681977628,20.1264235251249,19.4942728586762,67.7787731259328,69.4938563060935,68.624187013555,25.1894460666519,12.357,87.643,258564339602.449,14896.4538665789,59.5661532548637,FALSE,TRUE,FALSE
"CIV","C̫te d'Ivoire",0.4,0.2314,0.6048,47,4.45303432643414,69.7492446899414,175.661117553711,39.3607437610626,27.453821182251,69.1415252685547,2.4,58.741,57.422,56.251,325.098,360.552,29.1,30.1,28.2,52.4,10.4,37.2,72.8689464400465,87.708161229067,57.8349576582524,32.134907136788,46.0669439466144,18.020003613628,0.298178954145657,0.265788904538744,2.74097050245371,3.00294291612142,2.87311934294126,41.8915414961199,41.5409852441067,41.7147031887333,55.3674880014264,55.4560718397719,55.4121774683255,78.8340534591195,48.761,51.239,54532696604.0918,2286.162776855,0.454960044397879,FALSE,FALSE,TRUE
"CMR","Cameroon",1.3,0.0881,0.9164,46,4.67066690325737,67.8118133544922,173.862335205078,70.9576010704041,48.1176338195801,123.368545532227,6,60.192,58.921,57.656,281.332,317.692,21.6,20.9,22.3,53.9,10.9,35.2,60.3848639473574,77.3304001692438,39.0120216289774,39.075550156475,55.9472769998015,17.7958011571215,0.361381735140969,0.239035333117773,3.01979080983444,2.42762556329525,2.72364990775371,41.9973270892754,42.7267987889886,42.3621310245096,54.9828821008902,54.8455756477161,54.9142190677367,53.3439889149796,43.032,56.968,34758664711.876,1497.90917560296,1.58832108664349,FALSE,FALSE,TRUE
"COD","Democratic Republic of the Congo",0.8,0.074,1.1101,41,3.97872291505337,19.4316463470459,37.3322334289551,40.1247203350067,7.79689359664917,14.9794540405273,6,61.901,60.368,58.852,224.637,273.573,19.4,19.2,19.7,61.7,10.3,28,43.2433220399021,69.3498146736695,22.8307622964198,20.4559768639167,23.3823008974729,18.1678960787373,0.448882962651477,0.311010595025479,3.29897094565366,2.73391625860766,3.01693961741257,45.5233772314782,46.4811078844361,46.0013989769188,51.1776518228682,50.7849758569562,50.9816614056687,37.0825923557045,54.954,45.046,44988368497.8778,545.216212311342,0.296115129654586,FALSE,FALSE,TRUE
"COL","Colombia",1.5,2.1848,1.3309,76,7.22628086805344,459.197570800781,1039.15979003906,16.3084268569946,74.8879013061523,169.470611572266,7.4,79.859,77.109,74.33,77.999,151.616,15.8,13.5,18.3,10.1,15,74.8,97.3001096098102,99.9381928,86.4469113521274,89.6253577567162,92.8936970056793,76.1792595928905,2.09284230037559,1.52140194915323,9.57675820691674,7.92467407995398,8.76583000729666,21.71461294571,23.5607353529752,22.6207846598541,68.7086288473733,68.5145905670708,68.6133853328492,44.7487021180712,18.896,81.104,293159717215.619,6432.38758339551,39.0608215510052,FALSE,TRUE,FALSE
"CRI","Costa Rica",1.2,2.8939,3.4144,77,7.32879638671875,869.077758789063,1262.16430664063,21.2553903460503,184.725845336914,268.277954101563,9.1,82.73,80.095,77.539,56.969,113.079,11.5,9.4,13.7,6.4,10.2,83.3,99.7015139130359,99.74713,99.53438,97.8183602521861,98.3758607035873,95.7755904472819,2.4595429267547,1.81531385639627,10.5847790633111,9.17551720706796,9.88043532311942,20.5785137713652,21.5792104700859,21.0786358005381,68.8367071653237,69.2452723228461,69.0409288763425,97.9130630630631,19.924,80.076,57023494183.1578,12238.3749643984,8.63783518416122,FALSE,TRUE,FALSE
"CUB","Cuba",5.2,8.4218,7.5614,83,11.7113269865513,987.627014160156,2485.81079101563,10.4826636612415,103.52961730957,260.579162597656,9.6,80.706,78.726,76.763,73.993,113.198,16.4,13.8,19,8.4,7.9,83.7,95.3275823079684,96.8291220445894,90.3072287506625,92.8102417631483,92.2168964128755,94.7940984320558,4.21820415048069,3.13472382731265,16.8071788270942,14.305780031301,15.5649591568629,15.4904973327753,16.6017759999773,16.0423499113203,67.7023238401306,69.0924439687217,68.3926909318168,108.999596231494,22.891,77.109,9.8897e+10,8821.81889125004,0.829400811736339,FALSE,TRUE,FALSE
"CYP","Cyprus",3.4,1.9509,5.2512,78,6.68456926941872,1731.69445800781,2430.17602539063,44.6320354938507,772.890502929688,1084.63708496094,9,82.913,80.828,78.735,32.883,64.711,11.3,7.5,15.2,4.1,4.7,91.1,99.6132861489321,99.5474270334579,99.7460209596415,99.1523114561557,99.5325670685768,98.3859833339321,3.88234489226184,2.54598304346593,15.2862532685219,12.8101759227895,14.0482656487913,16.2020234382431,17.2121669222439,16.7070896689819,68.511723293235,69.9776571549666,69.2446446822268,128.708333333333,33.195,66.805,21349557819.3216,27858.3709958327,1.7520805957074,TRUE,FALSE,FALSE
"CZE","Czech Republic",6.5,4.1208,8.3955,76,7.23133906722069,1475.91516113281,2753.3837890625,14.8091018199921,218.569793701172,407.751403808594,7,82,79.0292682926829,76.2,51.325,108.785,15,10.2,20,5.4,4.7,89.9,99.8802587968555,99.9026509321019,99.8175993035151,99.1340992258206,99.0927419354839,99.2498533285798,5.33623402783598,2.86454392897578,22.5243963205881,16.9904049478503,19.8007448446372,15.0613649781665,16.4056078475802,15.7229501266184,62.4142387012454,66.6039872045695,64.4763050287444,137.657705257705,26.079,73.921,222059544963.97,23101.7777049854,3.97386657874174,TRUE,TRUE,FALSE
"DEU","Germany",8.3,4.2488,13.2352,83,11.2468346953392,5033.4521484375,5922.63818359375,12.6729190349579,637.88525390625,750.571166992188,10.4,83.3,80.8926829268293,78.6,48.026,86.511,12.1,8.9,15.2,4.8,4,91.2,100,100,100,99.2250375649813,99.2936427850656,98.991935483871,8.40123686205507,5.30040220256847,23.9348597403549,19.1319838013494,21.5629923209089,13.199735279212,14.414197734909,13.7994884756758,62.865404980433,66.4538184637416,64.6375192034153,237.30759674834,22.624,77.376,3461962607349.01,46258.8782897052,11.1893261286679,TRUE,FALSE,FALSE
"DNK","Denmark",2.5,4.0099,10.3195,81,10.1082794368267,5800.1513671875,5509.99560546875,13.7384653091431,796.851867675781,756.988830566406,8.3,82.9,80.9536585365854,79.1,51.652,82.426,11.3,9.5,13.1,6.5,3.8,89.7,99.9999989354737,100,100,99.5972288164915,99.5971802618328,99.5975855130785,5.54833307778051,3.66791047896763,21.3891162064706,18.5253227546563,19.965259128921,15.8712771840721,16.9367091430658,16.4009587177549,62.7396066094573,64.5379681022779,63.6337821533242,137.976565849012,12.006,87.994,303440273807.484,59822.0929608968,10.724315822164,TRUE,FALSE,FALSE
