GEO,UNIT\TIME	2014	2015	2016	2017	2018
UKG1,NR	12 659	13 419	13 404	13 782	14 167
UKG11,NR	1 920	2 100	2 104	2 100	2 171
UKG12,NR	5 674	5 874	5 859	6 241	6 226
UKG13,NR	5 065	5 445	5 441	5 441	5 770
UKG2,NR	14 932	16 122	15 959	16 346	16 812
UKG21,NR	1 296	1 502	1 454	1 551	1 560
UKG22,NR	3 039	3 453	3 482	3 563	3 562
UKG23,NR	2 368	2 532	2 504	2 547	2 799
UKG24,NR	8 229	8 635	8 519	8 685	8 891
UKG3,NR	24 113	25 022	24 451	25 099	25 324
UKG31,NR	8 516	8 640	8 426	8 551	8 537
UKG32,NR	1 947	1 983	2 034	2 082	2 066
UKG33,NR	2 673	2 799	2 712	2 879	2 780
UKG36,NR	3 088	3 206	3 119	3 133	3 398
UKG37,NR	2 814	2 948	2 913	2 972	3 050
UKG38,NR	2 630	2 789	2 666	2 827	2 716
UKG39,NR	2 445	2 657	2 581	2 655	2 777
UKH,NR	53 236	56 407	56 134	57 762	58 688
UKH1,NR	22 909	24 303	24 337	24 917	25 535
UKH11,NR	1 486	1 494	1 591	1 606	1 632
UKH12,NR	5 001	5 386	5 275	5 445	5 499
UKH14,NR	7 152	7 712	7 568	7 909	8 131
UKH15,NR	3 573	3 711	3 785	3 722	3 900
UKH16,NR	2 988	3 073	3 186	3 287	3 303
UKH17,NR	2 709	2 927	2 932	2 948	3 070
UKH2,NR	13 807	14 648	14 345	14 878	15 256
UKH21,NR	1 429	1 421	1 514	1 532	1 505
UKH23,NR	9 162	9 695	9 331	9 880	9 973
UKH24,NR	1 314	1 483	1 432	1 471	1 495
UKH25,NR	1 902	2 049	2 068	1 995	2 283
UKH3,NR	16 520	17 456	17 452	17 967	17 897
UKH31,NR	1 771	1 969	1 927	2 014	2 020
UKH32,NR	1 155	1 226	1 250	1 298	1 242
UKH34,NR	4 811	5 231	5 207	5 404	5 314
UKH35,NR	2 806	2 673	2 723	2 751	2 768
UKH36,NR	2 733	2 922	2 877	2 994	2 952
UKH37,NR	3 244	3 435	3 468	3 506	3 601
UKI,NR	47 583	50 543	48 607	49 412	50 396
UKI3,NR	5 244	5 711	5 438	5 704	5 512
UKI31,NR	1 088	1 198	1 139	1 233	1 186
UKI32,NR	1 083	1 177	1 123	1 136	1 075
UKI33,NR	1 631	1 795	1 668	1 792	1 786
UKI34,NR	1 442	1 541	1 508	1 543	1 465
UKI4,NR	9 818	10 470	9 842	10 194	10 312
UKI41,NR	2 309	2 547	2 358	2 484	2 398
UKI42,NR	1 062	1 092	1 059	1 067	1 132
UKI43,NR	2 176	2 357	2 164	2 292	2 374
UKI44,NR	2 893	2 966	2 821	2 929	2 947
UKI45,NR	1 378	1 508	1 440	1 422	1 461
UKI5,NR	12 079	12 942	12 372	12 476	12 512
UKI51,NR	3 486	3 715	3 621	3 610	3 786
UKI52,NR	3 459	3 627	3 578	3 703	3 602
UKI53,NR	3 130	3 434	3 156	3 112	3 159
UKI54,NR	2 004	2 166	2 017	2 051	1 965
UKI6,NR	8 793	8 944	8 879	8 847	9 322
UKI61,NR	2 631	2 576	2 655	2 588	2 748
UKI62,NR	2 408	2 578	2 424	2 518	2 606
UKI63,NR	3 754	3 790	3 800	3 741	3 968
UKI7,NR	11 649	12 476	12 076	12 191	12 738
UKI71,NR	2 349	2 474	2 430	2 358	2 434
UKI72,NR	1 612	1 755	1 702	1 768	1 753
UKI73,NR	1 889	1 926	1 950	1 883	2 057
UKI74,NR	3 317	3 547	3 301	3 425	3 694
UKI75,NR	2 482	2 774	2 693	2 757	2 800
UKJ,NR	76 971	81 049	80 429	81 915	82 622
UKJ1,NR	17 037	17 554	17 598	17 954	18 013
UKJ11,NR	5 937	6 239	6 333	6 302	6 223
UKJ12,NR	1 687	1 751	1 761	1 776	1 833
UKJ13,NR	4 014	4 265	4 069	4 377	4 374
UKJ14,NR	5 399	5 299	5 435	5 499	5 583
UKJ2,NR	26 569	28 436	27 850	28 334	28 139
UKJ21,NR	1 976	2 130	2 137	2 196	2 231
UKJ22,NR	6 169	6 633	6 445	6 598	6 683
UKJ25,NR	6 158	6 672	6 592	6 511	6 503
UKJ26,NR	3 604	3 745	3 642	3 654	3 476
UKJ27,NR	5 419	5 816	5 670	5 882	5 795
UKJ28,NR	3 243	3 440	3 364	3 493	3 451
UKJ3,NR	17 124	17 935	18 093	18 496	18 634
UKJ31,NR	1 715	1 732	1 746	1 766	1 765
UKJ32,NR	1 760	1 826	1 924	1 898	1 914
UKJ34,NR	1 690	1 759	1 760	1 840	1 817
UKJ35,NR	4 188	4 317	4 475	4 436	4 534
UKJ36,NR	5 224	5 566	5 462	5 736	5 696
UKJ37,NR	2 547	2 735	2 726	2 820	2 908
UKJ4,NR	16 241	17 124	16 888	17 131	17 836
UKJ41,NR	2 227	2 313	2 144	2 197	2 329
UKJ43,NR	2 985	3 116	3 101	3 138	3 191
UKJ44,NR	5 673	6 014	5 954	6 043	6 126
UKJ45,NR	2 518	2 516	2 596	2 602	2 780
UKJ46,NR	2 838	3 165	3 093	3 151	3 410
UKK,NR	52 968	56 667	57 116	57 107	57 827
UKK1,NR	20 802	22 225	22 505	22 487	22 582
UKK11,NR	3 222	3 316	3 379	3 361	3 505
UKK12,NR	5 769	6 350	6 372	6 367	6 350
UKK13,NR	5 885	6 085	6 441	6 184	6 273
UKK14,NR	1 616	1 742	1 700	1 808	1 729
UKK15,NR	4 310	4 732	4 613	4 767	4 725
UKK2,NR	13 896	15 147	15 012	15 030	15 187
UKK21,NR	3 519	3 813	3 658	3 710	3 577
UKK22,NR	4 812	5 219	5 310	5 215	5 423
UKK23,NR	5 565	6 115	6 044	6 105	6 187
UKK3,NR	5 889	6 210	6 306	6 365	6 571
UKK30,NR	5 889	6 210	6 306	6 365	6 571
UKK4,NR	12 381	13 085	13 293	13 225	13 487
UKK41,NR	2 266	2 439	2 474	2 582	2 591
UKK42,NR	1 738	1 808	1 854	1 798	1 822
UKK43,NR	8 377	8 838	8 965	8 845	9 074
UKL,NR	31 439	33 198	33 066	33 247	34 406
UKL1,NR	20 989	22 104	21 990	22 162	22 888
UKL11,NR	780	862	821	801	862
UKL12,NR	1 235	1 443	1 318	1 351	1 415
UKL13,NR	2 760	2 671	2 728	2 768	2 895
UKL14,NR	4 193	4 558	4 481	4 480	4 723
UKL15,NR	3 104	3 188	3 124	3 098	3 278
UKL16,NR	3 439	3 583	3 600	3 737	3 731
UKL17,NR	3 078	3 202	3 233	3 272	3 350
UKL18,NR	2 400	2 597	2 685	2 655	2 634
UKL2,NR	10 450	11 094	11 076	11 085	11 518
UKL21,NR	2 273	2 458	2 454	2 493	2 545
UKL22,NR	3 948	4 107	4 122	4 104	4 289
UKL23,NR	2 775	2 949	2 939	2 893	2 984
UKL24,NR	1 454	1 580	1 561	1 595	1 700
UKM,NR	53 905	57 287	56 439	57 654	58 193
UKM5,NR	4 442	4 617	4 465	4 583	4 614
UKM50,NR	4 442	4 617	4 465	4 583	4 614
UKM6,NR	4 869	5 382	5 040	5 264	5 433
UKM61,NR	991	1 153	1 025	1 129	1 081
UKM62,NR	1 904	2 083	1 972	2 078	2 207
UKM63,NR	1 204	1 322	1 233	1 235	1 354
UKM64,NR	344	349	358	343	355
UKM65,NR	203	220	220	272	222
UKM66,NR	223	255	232	207	214
UKM7,NR	:	:	:	19 952	20 044
UKM71,NR	:	:	:	3 181	3 074
UKM72,NR	:	:	:	4 734	4 552
UKM73,NR	:	:	:	2 021	1 946
UKM75,NR	:	:	:	4 256	4 423
UKM76,NR	:	:	:	1 638	1 755
UKM77,NR	:	:	:	2 500	2 627
UKM78,NR	:	:	:	1 622	1 667
UKM8,NR	:	:	:	16 647	16 505
UKM81,NR	:	:	:	2 442	2 506
UKM82,NR	:	:	:	6 474	6 383
UKM83,NR	:	:	:	4 074	3 984
UKM84,NR	:	:	:	3 657	3 632
UKM9,NR	:	:	:	11 208	11 597
UKM91,NR	:	:	:	1 277	1 441
UKM92,NR	:	:	:	1 969	1 926
UKM93,NR	:	:	:	3 013	3 124
UKM94,NR	:	:	:	1 434	1 511
UKM95,NR	:	:	:	3 515	3 595
UKN,NR	14 621	15 478	15 359	15 964	15 855
UKN0,NR	14 621	15 478	15 359	15 964	15 855
UKN06,NR	:	:	:	3 150	3 144
UKN07,NR	:	:	:	1 641	1 663
UKN08,NR	:	:	:	1 412	1 347
UKN09,NR	:	:	:	1 595	1 610
UKN10,NR	:	:	:	1 189	1 183
UKN11,NR	:	:	:	1 035	1 063
UKN12,NR	:	:	:	1 244	1 256
UKN13,NR	:	:	:	1 186	1 186
UKN14,NR	:	:	:	1 198	1 162
UKN15,NR	:	:	:	1 317	1 336
UKN16,NR	:	:	:	997	905
EFTA,NR	106 624	110 712	108 270	110 232	110 456
IS,NR	2 049	2 178	2 309	2 238	2 254
IS0,NR	2 049	2 178	2 309	2 238	2 254
IS00,NR	2 049	2 178	2 309	2 238	2 254
IS001,NR	1 274	1 334	1 407	1 372	1 374
IS002,NR	775	844	902	866	880
LI,NR	268	252	271	249	274
LI0,NR	268	252	271	249	274
LI00,NR	268	252	271	249	274
LI000,NR	268	252	271	249	274
NO,NR	40 369	40 676	40 726	40 774	40 840
NO0,NR	40 369	40 676	40 726	40 774	40 840
NO01,NR	7 770	9 156	7 906	7 930	7 966
NO011,NR	3 959	5 491	4 038	3 952	3 894
NO012,NR	3 811	3 665	3 868	3 978	4 072
NO02,NR	4 097	3 927	4 073	4 035	4 095
NO021,NR	2 079	2 063	2 163	2 090	2 165
NO022,NR	2 018	1 864	1 910	1 945	1 930
NO03,NR	8 693	8 382	8 627	8 686	8 586
NO031,NR	2 648	2 490	2 582	2 482	2 602
NO032,NR	2 238	2 220	2 219	2 373	2 227
NO033,NR	2 124	2 008	2 157	2 123	2 119
NO034,NR	1 683	1 664	1 669	1 708	1 638
NO04,NR	5 179	5 035	5 357	5 385	5 540
NO041,NR	964	917	964	960	979
NO042,NR	1 298	1 229	1 355	1 444	1 512
NO043,NR	2 917	2 889	3 038	2 981	3 049
NO05,NR	6 954	6 834	7 080	6 883	6 967
NO051,NR	3 725	3 735	3 813	3 686	3 645
NO052,NR	973	960	1 002	949	1 079
NO053,NR	2 256	2 139	2 265	2 248	2 243
NO06,NR	3 522	3 366	3 499	3 603	3 499
NO060,NR	:	:	:	:	3 499
NO061,NR	2 265	2 233	2 334	2 411	:
NO062,NR	1 257	1 133	1 165	1 192	:
NO07,NR	4 154	3 976	4 184	4 252	4 187
NO071,NR	2 200	2 154	2 230	2 275	2 250
NO072,NR	1 298	1 265	1 309	1 286	1 285
NO073,NR	656	557	645	691	652
CH,NR	63 938	67 606	64 964	66 971	67 088
CH0,NR	63 938	67 606	64 964	66 971	67 088
CH01,NR	10 935	11 730	11 245	11 850	11 859
CH011,NR	5 275	5 599	5 413	5 749	5 750
CH012,NR	2 501	2 726	2 612	2 759	2 724
CH013,NR	3 159	3 405	3 220	3 342	3 385
CH02,NR	15 739	16 545	16 005	16 246	16 254
CH021,NR	9 111	9 644	9 437	9 465	9 451
CH022,NR	2 009	2 049	2 022	2 061	2 058
CH023,NR	2 333	2 500	2 268	2 444	2 464
CH024,NR	1 626	1 655	1 571	1 612	1 601
CH025,NR	660	697	707	664	680
CH03,NR	9 014	9 542	9 181	9 296	9 303
CH031,NR	2 138	2 146	1 988	2 123	2 077
CH032,NR	2 366	2 525	2 432	2 462	2 446
CH033,NR	4 510	4 871	4 761	4 711	4 780
CH04,NR	10 521	11 156	10 716	11 076	11 062
CH040,NR	10 521	11 156	10 716	11 076	11 062
CH05,NR	9 220	9 362	9 216	9 362	9 469
CH051,NR	372	354	370	378	363
CH052,NR	772	743	748	739	774
CH053,NR	478	508	506	506	459
CH054,NR	131	137	155	121	137
CH055,NR	3 805	3 945	3 845	3 886	3 880
CH056,NR	1 704	1 734	1 624	1 746	1 789
CH057,NR	1 958	1 941	1 968	1 986	2 067
CH06,NR	5 585	5 977	5 613	5 911	5 989
CH061,NR	2 900	3 137	2 844	3 077	3 140
CH062,NR	320	367	348	359	324
CH063,NR	1 068	1 164	1 133	1 067	1 152
CH064,NR	255	270	246	279	258
CH065,NR	300	304	296	334	301
CH066,NR	742	735	746	795	814
CH07,NR	2 924	3 294	2 988	3 230	3 152
CH070,NR	2 924	3 294	2 988	3 230	3 152
ME,NR	6 014	6 329	6 464	6 523	6 504
ME0,NR	6 014	6 329	6 464	6 523	6 504
ME00,NR	6 014	6 329	6 464	6 523	6 504
ME000,NR	6 014	6 329	6 464	6 523	6 504
MK,NR	19 718	20 461	20 417	20 318	19 727
MK0,NR	19 718	20 461	20 417	20 318	19 727
MK00,NR	19 718	20 461	20 417	20 318	19 727
MK001,NR	1 657	1 807	1 773	1 679	1 599
MK002,NR	1 951	1 875	1 956	1 942	1 916
MK003,NR	1 909	1 981	1 993	2 007	1 924
MK004,NR	1 764	1 860	1 764	1 846	1 756
MK005,NR	2 945	3 021	2 910	3 062	2 914
MK006,NR	2 237	2 352	2 393	2 405	2 365
MK007,NR	1 604	1 736	1 653	1 634	1 622
MK008,NR	5 651	5 829	5 975	5 743	5 631
MKX,NR	:	:	0	0	0
MKXX,NR	:	:	0	0	0
MKXXX,NR	:	:	0	0	0
AL,NR	20 656	22 418	21 388	22 232	21 804
AL0,NR	20 623	22 418	21 368	22 207	21 778
AL01,NR	6 000	6 435	6 206	6 378	6 276
AL011,NR	927	994	936	920	914
AL012,NR	1 779	1 911	1 936	1 955	2 074
AL013,NR	494	581	511	610	502
AL014,NR	948	1 028	997	1 018	975
AL015,NR	1 852	1 921	1 823	1 875	1 811
AL02,NR	6 707	7 498	7 172	7 455	7 362
AL021,NR	2 052	2 151	2 076	2 206	2 188
AL022,NR	4 655	5 347	5 095	5 249	5 174
AL03,NR	7 916	8 455	7 990	8 374	8 140
AL031,NR	1 066	1 201	1 168	1 223	1 150
AL032,NR	2 225	2 521	2 311	2 500	2 484
AL033,NR	775	786	809	821	744
AL034,NR	2 126	2 286	2 140	2 197	2 089
AL035,NR	1 724	1 661	1 560	1 633	1 673
ALX,NR	33	30	20	25	26
ALXX,NR	33	30	20	25	26
ALXXX,NR	33	30	20	25	:
RS,NR	101 247	103 678	100 834	103 722	101 655
RS1,NR	:	:	:	49 402	48 723
RS11,NR	:	:	:	21 768	21 484
RS110,NR	:	:	:	21 768	21 484
RS12,NR	:	:	:	27 634	27 239
RS121,NR	:	:	:	3 001	3 027
RS122,NR	:	:	:	4 319	4 057
RS123,NR	:	:	:	7 806	7 570
RS124,NR	:	:	:	2 341	2 394
RS125,NR	:	:	:	2 810	2 836
RS126,NR	:	:	:	2 849	2 897
RS127,NR	:	:	:	4 508	4 458
RS2,NR	:	:	:	54 320	52 932
RS21,NR	:	:	:	29 362	28 464
RS211,NR	:	:	:	3 827	3 901
RS212,NR	:	:	:	2 726	2 566
RS213,NR	:	:	:	4 383	4 341
RS214,NR	:	:	:	3 167	3 088
RS215,NR	:	:	:	3 634	3 352
RS216,NR	:	:	:	3 891	3 530
RS217,NR	:	:	:	3 701	3 651
RS218,NR	:	:	:	4 033	4 035
RS22,NR	:	:	:	24 958	24 468
RS221,NR	:	:	:	2 097	2 101
RS222,NR	:	:	:	3 245	3 176
RS223,NR	:	:	:	2 297	2 190
RS224,NR	:	:	:	3 340	3 220
RS225,NR	:	:	:	5 452	5 464
RS226,NR	:	:	:	1 566	1 547
RS227,NR	:	:	:	2 995	2 947
RS228,NR	:	:	:	2 518	2 378
RS229,NR	:	:	:	1 448	1 445
TR,NR	390 121	405 218	422 135	425 781	426 106
TR1,NR	57 908	60 089	62 464	63 273	62 503
TR10,NR	57 908	60 089	62 464	63 273	62 503
TR100,NR	57 908	60 089	62 464	63 273	62 503
TR2,NR	24 845	26 129	26 399	27 212	27 435
TR21,NR	11 052	11 551	11 512	11 951	12 240
TR211,NR	4 981	5 069	5 309	5 452	5 743
TR212,NR	3 261	3 541	3 415	3 558	3 509
TR213,NR	2 810	2 941	2 788	2 941	2 988
TR22,NR	13 793	14 578	14 887	15 261	15 195
TR221,NR	9 603	10 264	10 463	10 717	10 703
TR222,NR	4 190	4 314	4 424	4 544	4 492
TR3,NR	61 064	64 826	67 648	68 424	68 596
TR31,NR	23 430	24 627	26 196	26 500	26 458
TR310,NR	23 430	24 627	26 196	26 500	26 458
TR32,NR	16 909	18 652	19 413	19 816	19 717
TR321,NR	6 743	7 416	7 651	7 731	7 991
TR322,NR	5 539	6 123	6 436	6 500	6 189
TR323,NR	4 627	5 113	5 326	5 585	5 537
TR33,NR	20 725	21 547	22 039	22 108	22 421
TR331,NR	9 257	9 623	10 057	9 908	10 075
TR332,NR	4 766	5 003	4 921	4 905	5 125
TR333,NR	4 344	4 479	4 575	4 719	4 617
TR334,NR	2 358	2 442	2 486	2 576	2 604
TR4,NR	39 961	41 991	43 592	44 210	44 825
TR41,NR	21 866	22 881	23 550	23 826	24 022
TR411,NR	15 115	15 820	16 451	16 617	16 629
TR412,NR	5 301	5 596	5 670	5 688	5 809
TR413,NR	1 450	1 465	1 429	1 521	1 584
TR42,NR	18 095	19 110	20 042	20 384	20 803
TR421,NR	7 276	7 768	8 138	8 356	8 622
TR422,NR	5 284	5 459	5 888	6 026	6 015
TR423,NR	2 099	2 279	2 312	2 267	2 341
TR424,NR	1 993	2 150	2 130	2 098	2 140
TR425,NR	1 443	1 454	1 574	1 637	1 685
TR5,NR	34 556	35 832	37 759	38 873	39 348
TR51,NR	22 393	23 611	24 931	25 589	26 098
TR510,NR	22 393	23 611	24 931	25 589	26 098
TR52,NR	12 163	12 221	12 828	13 284	13 250
TR521,NR	10 795	10 792	11 365	11 811	11 661
TR522,NR	1 368	1 429	1 463	1 473	1 589
TR6,NR	45 360	47 494	50 219	50 471	50 736
TR61,NR	13 845	14 429	15 354	15 688	16 188
TR611,NR	9 023	9 524	10 308	10 497	10 838
TR612,NR	2 818	2 938	2 973	3 070	3 164
TR613,NR	2 004	1 967	2 073	2 121	2 186
TR62,NR	18 012	19 173	20 222	19 979	19 898
TR621,NR	9 781	10 375	10 909	10 921	10 756
TR622,NR	8 231	8 798	9 313	9 058	9 142
TR63,NR	13 503	13 892	14 643	14 804	14 650
TR631,NR	6 830	6 928	7 205	7 379	7 283
TR632,NR	4 512	4 525	4 975	4 892	4 946
TR633,NR	2 161	2 439	2 463	2 533	2 421
TR7,NR	22 359	23 110	23 892	23 989	23 881
TR71,NR	8 876	8 886	9 274	9 552	9 399
TR711,NR	1 889	1 749	1 825	1 909	1 834
TR712,NR	1 868	1 857	1 886	2 068	1 983
TR713,NR	1 820	2 016	2 129	2 065	2 035
TR714,NR	1 838	1 825	1 986	1 987	1 929
TR715,NR	1 461	1 439	1 448	1 523	1 618
TR72,NR	13 483	14 224	14 618	14 437	14 482
TR721,NR	6 403	6 817	7 173	6 980	7 163
TR722,NR	4 131	4 303	4 347	4 424	4 203
TR723,NR	2 949	3 104	3 098	3 033	3 116
TR8,NR	32 739	33 344	34 327	34 718	34 982
TR81,NR	6 985	7 156	7 412	7 496	7 804
TR811,NR	3 898	3 974	4 107	4 127	4 431
TR812,NR	1 614	1 672	1 751	1 744	1 767
TR813,NR	1 473	1 510	1 554	1 625	1 606
TR82,NR	7 166	7 360	7 308	7 405	7 522
TR821,NR	3 655	3 692	3 739	3 774	3 865
TR822,NR	1 585	1 640	1 617	1 592	1 648
TR823,NR	1 926	2 028	1 952	2 039	2 009
TR83,NR	18 588	18 828	19 607	19 817	19 656
TR831,NR	7 866	8 135	8 427	8 700	8 562
TR832,NR	4 233	4 218	4 460	4 500	4 433
TR833,NR	3 990	3 957	4 212	4 126	4 091
TR834,NR	2 499	2 518	2 508	2 491	2 570
TR9,NR	17 267	17 664	18 318	19 163	18 603
TR90,NR	17 267	17 664	18 318	19 163	18 603
TR901,NR	4 939	4 813	4 981	5 119	5 052
TR902,NR	4 830	5 016	5 178	5 507	5 326
TR903,NR	3 237	3 422	3 604	3 729	3 671
TR904,NR	2 032	2 177	2 228	2 402	2 239
TR905,NR	1 304	1 335	1 398	1 454	1 427
TR906,NR	925	901	929	952	888
TRA,NR	10 694	10 935	10 952	10 854	10 858
TRA1,NR	5 798	6 049	6 109	6 090	6 060
TRA11,NR	3 850	4 037	4 154	4 116	4 091
TRA12,NR	1 444	1 511	1 470	1 450	1 471
TRA13,NR	504	501	485	524	498
TRA2,NR	4 896	4 886	4 843	4 764	4 798
TRA21,NR	1 980	1 914	1 845	1 820	1 853
TRA22,NR	1 423	1 474	1 450	1 471	1 416
TRA23,NR	740	781	763	748	775
TRA24,NR	753	717	785	725	754
TRB,NR	15 271	15 535	15 978	15 975	15 420
TRB1,NR	8 598	8 791	9 253	9 264	8 909
TRB11,NR	3 972	4 105	4 266	4 356	4 202
TRB12,NR	3 012	3 092	3 269	3 249	3 067
TRB13,NR	1 063	1 033	1 114	1 076	1 091
TRB14,NR	551	561	604	583	549
TRB2,NR	6 673	6 744	6 725	6 711	6 511
TRB21,NR	3 428	3 429	3 331	3 301	3 283
TRB22,NR	1 348	1 391	1 419	1 445	1 294
TRB23,NR	1 123	1 115	1 118	1 131	1 136
TRB24,NR	774	809	857	834	798
TRC,NR	28 097	28 269	30 587	28 619	28 919
TRC1,NR	10 305	10 497	11 404	10 848	11 060
TRC11,NR	7 157	7 354	7 978	7 591	7 770
TRC12,NR	2 375	2 380	2 641	2 494	2 529
TRC13,NR	773	763	785	763	761
TRC2,NR	11 085	11 083	11 882	11 206	11 071
TRC21,NR	5 802	5 973	6 339	5 919	5 889
TRC22,NR	5 283	5 110	5 543	5 287	5 182
TRC3,NR	6 707	6 689	7 301	6 565	6 788
TRC31,NR	2 587	2 603	2 849	2 622	2 673
TRC32,NR	1 662	1 629	1 771	1 642	1 685
TRC33,NR	1 365	1 391	1 588	1 320	1 342
TRC34,NR	1 093	1 066	1 093	981	1 088
