Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year
Pakistan,PAK,GDP per capita (current LCU),NY.GDP.PCAP.CN,163129.710912559,2018.0
Palau,PLW,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Palau,PLW,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Palau,PLW,GDP per capita (current LCU),NY.GDP.PCAP.CN,15859.434857876799,2018.0
Panama,PAN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.030367210402931,2017.0
Panama,PAN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,51377250354.2533,2017.0
Panama,PAN,GDP per capita (current LCU),NY.GDP.PCAP.CN,15575.072548291499,2018.0
Papua New Guinea,PNG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.37558848517716104,2004.0
Papua New Guinea,PNG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,15478207352.1446,2017.0
Papua New Guinea,PNG,GDP per capita (current LCU),NY.GDP.PCAP.CN,8952.57106709728,2018.0
Paraguay,PRY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,7.639102794476139,2017.0
Paraguay,PRY,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,33108380371.7144,2017.0
Paraguay,PRY,GDP per capita (current LCU),NY.GDP.PCAP.CN,33371248.6607742,2018.0
Peru,PER,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.9190466128618198,2017.0
Peru,PER,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,170425619625.37302,2017.0
Peru,PER,GDP per capita (current LCU),NY.GDP.PCAP.CN,22813.0657368211,2018.0
Philippines,PHL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.110704328959169,2017.0
Philippines,PHL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,345865078773.261,2017.0
Philippines,PHL,GDP per capita (current LCU),NY.GDP.PCAP.CN,163393.22951005,2018.0
Poland,POL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.38263435389543,2017.0
Poland,POL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,442421728864.236,2017.0
Poland,POL,GDP per capita (current LCU),NY.GDP.PCAP.CN,55695.7048489584,2018.0
Portugal,PRT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.58070273154698,2017.0
Portugal,PRT,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,177045890717.661,2017.0
Portugal,PRT,GDP per capita (current LCU),NY.GDP.PCAP.CN,19830.8594382947,2018.0
Puerto Rico,PRI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Puerto Rico,PRI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Puerto Rico,PRI,GDP per capita (current LCU),NY.GDP.PCAP.CN,31651.3481514031,2018.0
Qatar,QAT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,9.009164592565,2017.0
Qatar,QAT,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,130603252847.922,2017.0
Qatar,QAT,GDP per capita (current LCU),NY.GDP.PCAP.CN,250409.37535163102,2018.0
Romania,ROU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.361245011960969,2017.0
Romania,ROU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,165160370650.93698,2017.0
Romania,ROU,GDP per capita (current LCU),NY.GDP.PCAP.CN,48486.3563277603,2018.0
Russian Federation,RUS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.10470824670357,2017.0
Russian Federation,RUS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1250996452778.49,2017.0
Russian Federation,RUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,707452.5634359091,2018.0
Rwanda,RWA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,7.594060422932509,2017.0
Rwanda,RWA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,7158942298.21523,2017.0
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,665680.0200358661,2018.0
Samoa,WSM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Samoa,WSM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,720153681.306975,2017.0
Samoa,WSM,GDP per capita (current LCU),NY.GDP.PCAP.CN,10736.2981245045,2018.0
San Marino,SMR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
San Marino,SMR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
San Marino,SMR,GDP per capita (current LCU),NY.GDP.PCAP.CN,43034.0649223367,2017.0
Sao Tome and Principe,STP,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Sao Tome and Principe,STP,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,153018113.101628,2017.0
Sao Tome and Principe,STP,GDP per capita (current LCU),NY.GDP.PCAP.CN,41525.3931764345,2018.0
Saudi Arabia,SAU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.746244842894231,2017.0
Saudi Arabia,SAU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,557783981753.896,2017.0
Saudi Arabia,SAU,GDP per capita (current LCU),NY.GDP.PCAP.CN,87521.1129677694,2018.0
Senegal,SEN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.84396103091591,2017.0
Senegal,SEN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,17874133888.7264,2017.0
Senegal,SEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,845776.680849937,2018.0
Serbia,SRB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.531801144564099,2017.0
Serbia,SRB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,31902603994.4412,2017.0
Serbia,SRB,GDP per capita (current LCU),NY.GDP.PCAP.CN,725942.0682993791,2018.0
Seychelles,SYC,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.30465074257324,2017.0
Seychelles,SYC,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1118202903.61605,2017.0
Seychelles,SYC,GDP per capita (current LCU),NY.GDP.PCAP.CN,228620.69073836398,2018.0
Sierra Leone,SLE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,27.6531515191031,2017.0
Sierra Leone,SLE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3052326426.85149,2017.0
Sierra Leone,SLE,GDP per capita (current LCU),NY.GDP.PCAP.CN,4235421.40458872,2018.0
Singapore,SGP,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.49977711065159,2017.0
Singapore,SGP,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,264706332442.028,2017.0
Singapore,SGP,GDP per capita (current LCU),NY.GDP.PCAP.CN,87108.1260920117,2018.0
Sint Maarten (Dutch part),SXM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Sint Maarten (Dutch part),SXM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Sint Maarten (Dutch part),SXM,GDP per capita (current LCU),NY.GDP.PCAP.CN,44725.6864001577,2017.0
Slovak Republic,SVK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.95910924739698,2017.0
Slovak Republic,SVK,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,74982392941.0915,2017.0
Slovak Republic,SVK,GDP per capita (current LCU),NY.GDP.PCAP.CN,16471.5953391686,2018.0
Slovenia,SVN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.34575461346148,2017.0
Slovenia,SVN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,38036496515.8781,2017.0
Slovenia,SVN,GDP per capita (current LCU),NY.GDP.PCAP.CN,22131.874621500097,2018.0
Solomon Islands,SLB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Solomon Islands,SLB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,850630334.3528861,2017.0
Solomon Islands,SLB,GDP per capita (current LCU),NY.GDP.PCAP.CN,16999.9852551174,2018.0
Somalia,SOM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Somalia,SOM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Somalia,SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,7534648.95442711,2018.0
South Africa,ZAF,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.23264850749865,2017.0
South Africa,ZAF,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,281674998945.157,2017.0
South Africa,ZAF,GDP per capita (current LCU),NY.GDP.PCAP.CN,84353.2517398608,2018.0
South Sudan,SSD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
South Sudan,SSD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,4035.44733015695,2015.0
Spain,ESP,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.10035796596924,2017.0
Spain,ESP,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1081727589063.86,2017.0
Spain,ESP,GDP per capita (current LCU),NY.GDP.PCAP.CN,25729.8060564447,2018.0
Sri Lanka,LKA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.5329988422928102,2017.0
Sri Lanka,LKA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,78480830591.1812,2017.0
Sri Lanka,LKA,GDP per capita (current LCU),NY.GDP.PCAP.CN,666817.318652515,2018.0
St. Kitts and Nevis,KNA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
St. Kitts and Nevis,KNA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
St. Kitts and Nevis,KNA,GDP per capita (current LCU),NY.GDP.PCAP.CN,52043.629984172694,2018.0
St. Lucia,LCA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
St. Lucia,LCA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1395421827.9417698,2017.0
St. Lucia,LCA,GDP per capita (current LCU),NY.GDP.PCAP.CN,28528.3343137848,2018.0
St. Martin (French part),MAF,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
St. Martin (French part),MAF,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
St. Martin (French part),MAF,GDP per capita (current LCU),NY.GDP.PCAP.CN,NaN,1960.0
St. Vincent and the Grenadines,VCT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-2.90064347978827,2017.0
St. Vincent and the Grenadines,VCT,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,728765664.704629,2017.0
St. Vincent and the Grenadines,VCT,GDP per capita (current LCU),NY.GDP.PCAP.CN,19875.7825968605,2018.0
Sudan,SDN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.6643215102139661,2017.0
Sudan,SDN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,91451538799.8615,2017.0
Sudan,SDN,GDP per capita (current LCU),NY.GDP.PCAP.CN,23817.380094648703,2018.0
Suriname,SUR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Suriname,SUR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1422828578.20579,2017.0
Suriname,SUR,GDP per capita (current LCU),NY.GDP.PCAP.CN,46521.560232712,2018.0
Sweden,SWE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.93774900537618,2017.0
Sweden,SWE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,454196174428.87,2017.0
Sweden,SWE,GDP per capita (current LCU),NY.GDP.PCAP.CN,474684.172667169,2018.0
Switzerland,CHE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.75693971846853,2017.0
Switzerland,CHE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,543512155369.062,2017.0
Switzerland,CHE,GDP per capita (current LCU),NY.GDP.PCAP.CN,80965.3635283706,2018.0
Syrian Arab Republic,SYR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.67626788984943,2002.0
Syrian Arab Republic,SYR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,31864098755.4043,2007.0
Syrian Arab Republic,SYR,GDP per capita (current LCU),NY.GDP.PCAP.CN,101509.217056991,2007.0
Tajikistan,TJK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.9940547473093804,2013.0
Tajikistan,TJK,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,7041766169.84015,2017.0
Tajikistan,TJK,GDP per capita (current LCU),NY.GDP.PCAP.CN,7564.57895026578,2018.0
Tanzania,TZA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.6756364463296105,2017.0
Tanzania,TZA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,46730650377.0605,2017.0
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2401859.02590198,2018.0
Thailand,THA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.4266596885718594,2017.0
Thailand,THA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,343823796146.73303,2017.0
Thailand,THA,GDP per capita (current LCU),NY.GDP.PCAP.CN,235010.28194118,2018.0
Timor-Leste,TLS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,15.7810760098331,2017.0
Timor-Leste,TLS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1615693643.81831,2017.0
Timor-Leste,TLS,GDP per capita (current LCU),NY.GDP.PCAP.CN,2035.5339076888101,2018.0
Togo,TGO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,10.924701395117301,2017.0
Togo,TGO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3939458692.75419,2017.0
Togo,TGO,GDP per capita (current LCU),NY.GDP.PCAP.CN,377123.532816316,2018.0
Tonga,TON,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Tonga,TON,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,396773245.83704,2017.0
Tonga,TON,GDP per capita (current LCU),NY.GDP.PCAP.CN,9573.77733848852,2018.0
Trinidad and Tobago,TTO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Trinidad and Tobago,TTO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,17519845827.329,2017.0
Trinidad and Tobago,TTO,GDP per capita (current LCU),NY.GDP.PCAP.CN,115983.21555151699,2018.0
Tunisia,TUN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,7.5212049140975,2013.0
Tunisia,TUN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,30205415271.8709,2017.0
Tunisia,TUN,GDP per capita (current LCU),NY.GDP.PCAP.CN,9125.20868633186,2018.0
Turkey,TUR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.03199924291459,2017.0
Turkey,TUR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,701692428323.362,2017.0
Turkey,TUR,GDP per capita (current LCU),NY.GDP.PCAP.CN,45242.9594585401,2018.0
Turkmenistan,TKM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Turkmenistan,TKM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,18141419954.287,2011.0
Turkmenistan,TKM,GDP per capita (current LCU),NY.GDP.PCAP.CN,24383.223937207702,2018.0
Turks and Caicos Islands,TCA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Turks and Caicos Islands,TCA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Turks and Caicos Islands,TCA,GDP per capita (current LCU),NY.GDP.PCAP.CN,27142.2277976902,2018.0
Tuvalu,TUV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Tuvalu,TUV,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Tuvalu,TUV,GDP per capita (current LCU),NY.GDP.PCAP.CN,4953.07612095933,2018.0
Uganda,UGA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.8234922917940097,2017.0
Uganda,UGA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,17612788287.8862,2017.0
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2351741.47970721,2018.0
Ukraine,UKR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,10.3880061358129,2017.0
Ukraine,UKR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,99119886771.595,2017.0
Ukraine,UKR,GDP per capita (current LCU),NY.GDP.PCAP.CN,84190.2689773659,2018.0
United Arab Emirates,ARE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.241188097436179,2017.0
United Arab Emirates,ARE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,354579094927.18,2017.0
United Arab Emirates,ARE,GDP per capita (current LCU),NY.GDP.PCAP.CN,157935.691209035,2018.0
United Kingdom,GBR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.6275229828424798,2017.0
United Kingdom,GBR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2257268371052.76,2017.0
United Kingdom,GBR,GDP per capita (current LCU),NY.GDP.PCAP.CN,32189.960590618703,2018.0
United States,USA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.82064772079535,2017.0
United States,USA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,16740180419866.7,2017.0
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,62794.5856522398,2018.0
Uruguay,URY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.83481357444552,2017.0
Uruguay,URY,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,48749874861.6182,2017.0
Uruguay,URY,GDP per capita (current LCU),NY.GDP.PCAP.CN,530870.81503767,2018.0
Uzbekistan,UZB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-8.67322899031147,2010.0
Uzbekistan,UZB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,44470020929.497,2017.0
Uzbekistan,UZB,GDP per capita (current LCU),NY.GDP.PCAP.CN,12365635.9837841,2018.0
Vanuatu,VUT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.76901494452137,2014.0
Vanuatu,VUT,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,771688292.790792,2017.0
Vanuatu,VUT,GDP per capita (current LCU),NY.GDP.PCAP.CN,344154.024873582,2018.0
"Venezuela, RB",VEN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-14.1089269003066,2014.0
"Venezuela, RB",VEN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,443321731940.002,2014.0
"Venezuela, RB",VEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,100889.62928239901,2014.0
Vietnam,VNM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.96484112600189,2017.0
Vietnam,VNM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,184332989240.705,2017.0
Vietnam,VNM,GDP per capita (current LCU),NY.GDP.PCAP.CN,58010352.5843702,2018.0
Virgin Islands (U.S.),VIR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Virgin Islands (U.S.),VIR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
Virgin Islands (U.S.),VIR,GDP per capita (current LCU),NY.GDP.PCAP.CN,35938.0243875154,2017.0
West Bank and Gaza,PSE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
West Bank and Gaza,PSE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0
West Bank and Gaza,PSE,GDP per capita (current LCU),NY.GDP.PCAP.CN,11485.716627183601,2018.0
"Yemen, Rep.",YEM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
"Yemen, Rep.",YEM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,29518685358.7008,2017.0
"Yemen, Rep.",YEM,GDP per capita (current LCU),NY.GDP.PCAP.CN,504314.13866540603,2018.0
Zambia,ZMB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Zambia,ZMB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,19034443570.1226,2017.0
Zambia,ZMB,GDP per capita (current LCU),NY.GDP.PCAP.CN,16104.4298402784,2018.0
Zimbabwe,ZWE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-1.1811725782096498,2017.0
Zimbabwe,ZWE,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,16271751278.5083,2017.0
Zimbabwe,ZWE,GDP per capita (current LCU),NY.GDP.PCAP.CN,2146.99638487707,2018.0
